created_at,tweet,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2020-08-20,"Hey Corona, alright you got us real bad. But now would be a good time to end the prank. AprilFoolsDay AprilFools",United States,hey corona alright real bad good time end prank aprilfolsday aprilfols,"['hey', 'corona', 'alright', 'real', 'bad', 'good', 'time', 'end', 'prank', 'aprilfolsday', 'aprilfols']","['hey', 'corona', 'alright', 'real', 'bad', 'good', 'time', 'end', 'prank', 'aprilfolsday', 'aprilfols']",hey corona alright real bad good time end prank aprilfolsday aprilfols,"[('hey', 'n'), ('corona', 'v'), ('alright', 'a'), ('real', 'a'), ('bad', 'a'), ('good', 'a'), ('time', 'n'), ('end', 'n'), ('prank', 'n'), ('aprilfolsday', 'n'), ('aprilfols', 'n')]",  hey corona alright real bad good time end prank aprilfolsday aprilfols,0.5,0.1027,-0.15000000000000002,-1,1,1
2020-08-20,Theres a korean idol joking about corona? Are they f*cking okay?,United States,korean idol joking corona cking,"['korean', 'idol', 'joking', 'corona', 'cking']","['korean', 'idol', 'joking', 'corona', 'cking']",korean idol joking corona cking,"[('korean', 'a'), ('idol', 'n'), ('joking', 'v'), ('corona', 'n'), ('cking', 'v')]",  korean idol joke corona cking,0.375,0.296,0.0,0,1,1
2020-08-20,"Dear CORONA, please go away so I can see him may 2nd :( please and thank you",United States,dear corona,"['dear', 'corona']","['dear', 'corona']",dear corona,"[('dear', 'a'), ('corona', 'n')]",  dear corona,0.5,0.3818,0.0,0,1,1
2020-08-20,This is real! Please be careful and protect yourselves. We joke and make fun but I had a friend die today Coronavirus,United States,real careful protect joke make fun friend die today coronavirus,"['real', 'careful', 'protect', 'joke', 'make', 'fun', 'friend', 'die', 'today', 'coronavirus']","['real', 'careful', 'protect', 'joke', 'make', 'fun', 'friend', 'die', 'today', 'coronavirus']",real careful protect joke make fun friend die today coronavirus,"[('real', 'a'), ('careful', 'a'), ('protect', 'v'), ('joke', 'n'), ('make', 'v'), ('fun', 'n'), ('friend', 'n'), ('die', 'n'), ('today', 'n'), ('coronavirus', 'n')]",  real careful protect joke make fun friend die today coronavirus,0.75,0.7906,0.07499999999999998,1,1,1
2020-08-20,Stay at home. COVID19 Update: Country: Colombia Total Cases: 906 Total Deaths: 16 Total Recovered: 31 Total Active Cases: 859,United States,stay home covid update country colombia total cases total deaths total recovered total active cases,"['stay', 'home', 'covid', 'update', 'country', 'colombia', 'total', 'cases', 'total', 'deaths', 'total', 'recovered', 'total', 'active', 'cases']","['stay', 'home', 'covid', 'update', 'country', 'colombia', 'total', 'case', 'total', 'death', 'total', 'recovered', 'total', 'active', 'case']",stay home covid update country colombia total case total death total recovered total active case,"[('stay', 'n'), ('home', 'n'), ('covid', 'n'), ('update', 'a'), ('country', 'n'), ('colombia', 'v'), ('total', 'a'), ('cases', 'n'), ('total', 'a'), ('deaths', 'a'), ('total', 'n'), ('recovered', 'v'), ('total', 'a'), ('active', 'a'), ('cases', 'n')]",  stay home covid update country colombia total case total deaths total recover total active case,-0.125,0.5034,-0.026666666666666665,-1,-1,1
2020-08-20,I really hope the coronavirus makes the fist bump a formal greeting,United States,hope coronavirus makes fist bump formal greeting,"['hope', 'coronavirus', 'makes', 'fist', 'bump', 'formal', 'greeting']","['hope', 'coronavirus', 'make', 'fist', 'bump', 'formal', 'greeting']",hope coronavirus make fist bump formal greeting,"[('hope', 'n'), ('coronavirus', 'n'), ('makes', 'v'), ('fist', 'a'), ('bump', None), ('formal', 'a'), ('greeting', 'n')]",  hope coronavirus make fist bump formal greeting,0.375,0.6705,0.0,0,1,1
2020-08-20,"Corona Tax you went out to get attention for no reason, got sick, and now you owe me.",United States,corona tax attention no reason sick owe,"['corona', 'tax', 'attention', 'no', 'reason', 'sick', 'owe']","['corona', 'tax', 'attention', 'no', 'reason', 'sick', 'owe']",corona tax attention no reason sick owe,"[('corona', 'n'), ('tax', 'n'), ('attention', 'n'), ('no', None), ('reason', 'n'), ('sick', 'a'), ('owe', 'n')]",  corona tax attention no reason sick owe,-0.625,0.1285,-0.7142857142857143,-1,-1,1
2020-08-20,+++ and also in Supermarkets and Shopping Malls .... why not in ? +++ very sad COVID19,United States,supermarkets shopping malls not sad covid,"['supermarkets', 'shopping', 'malls', 'not', 'sad', 'covid']","['supermarket', 'shopping', 'mall', 'not', 'sad', 'covid']",supermarket shopping mall not sad covid,"[('supermarkets', 'n'), ('shopping', 'v'), ('malls', 'n'), ('not', 'r'), ('sad', 'a'), ('covid', 'n')]",  supermarket shop mall not sad covid,-1.25,0.3724,0.25,1,-1,1
2020-08-20,it's april fool's day. how many youtubers pull a coronavirus prank on their loved ones today?,United States,april fool day youtubers pull coronavirus prank loved today,"['april', 'fool', 'day', 'youtubers', 'pull', 'coronavirus', 'prank', 'loved', 'today']","['april', 'fool', 'day', 'youtubers', 'pull', 'coronavirus', 'prank', 'loved', 'today']",april fool day youtubers pull coronavirus prank loved today,"[('april', 'a'), ('fool', 'n'), ('day', 'n'), ('youtubers', 'n'), ('pull', 'v'), ('coronavirus', 'n'), ('prank', 'n'), ('loved', 'v'), ('today', 'n')]",  april fool day youtubers pull coronavirus prank love today,1.5,0.3182,0.5,1,1,1
2020-08-20,Where are those 9ja artists buying iced chains and wristwatches worth millions? They are all quiet during this COVID19 season..,United States,artists buying iced chains wristwatches worth millions quiet covid season,"['artists', 'buying', 'iced', 'chains', 'wristwatches', 'worth', 'millions', 'quiet', 'covid', 'season']","['artist', 'buying', 'iced', 'chain', 'wristwatch', 'worth', 'million', 'quiet', 'covid', 'season']",artist buying iced chain wristwatch worth million quiet covid season,"[('artists', 'n'), ('buying', 'v'), ('iced', 'a'), ('chains', 'n'), ('wristwatches', 'n'), ('worth', 'a'), ('millions', 'n'), ('quiet', 'a'), ('covid', 'n'), ('season', 'n')]",  artist buy iced chain wristwatch worth million quiet covid season,-0.25,0.2263,0.15,1,-1,1
2020-08-20,So....us preorder people get to beta test soon? Would be a nice little coronavirus stuck at home time for it,United States,preorder people beta test nice coronavirus stuck home time,"['preorder', 'people', 'beta', 'test', 'nice', 'coronavirus', 'stuck', 'home', 'time']","['preorder', 'people', 'beta', 'test', 'nice', 'coronavirus', 'stuck', 'home', 'time']",preorder people beta test nice coronavirus stuck home time,"[('preorder', 'n'), ('people', 'n'), ('beta', 'v'), ('test', 'a'), ('nice', 'a'), ('coronavirus', 'n'), ('stuck', 'v'), ('home', 'n'), ('time', 'n')]",  preorder people beta test nice coronavirus stick home time,0.875,0.4215,0.6,1,1,1
2020-08-20,"A nimble comparison of Covid_19, Influenza, and a blockhead. Thx Ms. Victoria for sharing.",United States,nimble comparison covid influenza blockhead thx victoria sharing,"['nimble', 'comparison', 'covid', 'influenza', 'blockhead', 'thx', 'victoria', 'sharing']","['nimble', 'comparison', 'covid', 'influenza', 'blockhead', 'thx', 'victoria', 'sharing']",nimble comparison covid influenza blockhead thx victoria sharing,"[('nimble', 'a'), ('comparison', 'n'), ('covid', 'n'), ('influenza', 'n'), ('blockhead', 'n'), ('thx', 'n'), ('victoria', 'n'), ('sharing', 'v')]",  nimble comparison covid influenza blockhead thx victoria share,0.0,0.5719,0.0,0,0,1
2020-08-20,"Summer has come and passed, the innocent can never last. Wake me up when corona ends.",United States,summer passed innocent wake corona ends,"['summer', 'passed', 'innocent', 'wake', 'corona', 'ends']","['summer', 'passed', 'innocent', 'wake', 'corona', 'end']",summer passed innocent wake corona end,"[('summer', 'n'), ('passed', 'v'), ('innocent', 'a'), ('wake', 'n'), ('corona', 'n'), ('ends', 'n')]",  summer pass innocent wake corona end,0.375,0.34,0.5,1,1,1
2020-08-20,Whos goal this quarantine was to workout and get fit? Instead we out here trying to figure out what we gonna eat next coronavirus,United States,whos goal quarantine workout fit figure gona eat coronavirus,"['whos', 'goal', 'quarantine', 'workout', 'fit', 'figure', 'gona', 'eat', 'coronavirus']","['who', 'goal', 'quarantine', 'workout', 'fit', 'figure', 'gona', 'eat', 'coronavirus']",who goal quarantine workout fit figure gona eat coronavirus,"[('whos', 'a'), ('goal', 'n'), ('quarantine', 'n'), ('workout', 'n'), ('fit', 'a'), ('figure', 'n'), ('gona', 'n'), ('eat', 'n'), ('coronavirus', 'n')]",  whos goal quarantine workout fit figure gona eat coronavirus,0.25,0.3612,0.4,1,1,1
2020-08-20,my cousin is getting tested for corona today guys pls pray for her,United States,cousin tested corona today guys pls pray,"['cousin', 'tested', 'corona', 'today', 'guys', 'pls', 'pray']","['cousin', 'tested', 'corona', 'today', 'guy', 'pls', 'pray']",cousin tested corona today guy pls pray,"[('cousin', 'n'), ('tested', 'v'), ('corona', 'n'), ('today', 'n'), ('guys', 'v'), ('pls', 'n'), ('pray', 'n')]",  cousin test corona today guy pls pray,0.5,0.3818,0.0,0,1,1
2020-08-20,Great job trump. You want to be 1 and you are on track to have the highest covid numbers in the Coronavirus,United States,great job trump track highest covid numbers coronavirus,"['great', 'job', 'trump', 'track', 'highest', 'covid', 'numbers', 'coronavirus']","['great', 'job', 'trump', 'track', 'highest', 'covid', 'number', 'coronavirus']",great job trump track highest covid number coronavirus,"[('great', 'a'), ('job', 'n'), ('trump', 'n'), ('track', 'n'), ('highest', 'a'), ('covid', 'n'), ('numbers', 'n'), ('coronavirus', 'v')]",  great job trump track high covid number coronavirus,-0.5,0.6597,0.48000000000000004,1,-1,1
2020-08-20,"my sister really said i went on vacation, vacation was good then i came back and there was corona virus she's 4.....",United States,sister vacation vacation good back corona virus,"['sister', 'vacation', 'vacation', 'good', 'back', 'corona', 'virus']","['sister', 'vacation', 'vacation', 'good', 'back', 'corona', 'virus']",sister vacation vacation good back corona virus,"[('sister', 'n'), ('vacation', 'n'), ('vacation', 'n'), ('good', 'a'), ('back', 'r'), ('corona', 'v'), ('virus', 'n')]",  sister vacation vacation good back corona virus,0.75,0.4404,0.35,1,1,1
2020-08-20,Breaking: 14 tested positive for corona virus today in JK.. Total positive cases stands at 139,United States,breaking tested positive corona virus today total positive cases stands,"['breaking', 'tested', 'positive', 'corona', 'virus', 'today', 'total', 'positive', 'cases', 'stands']","['breaking', 'tested', 'positive', 'corona', 'virus', 'today', 'total', 'positive', 'case', 'stand']",breaking tested positive corona virus today total positive case stand,"[('breaking', 'v'), ('tested', 'v'), ('positive', 'a'), ('corona', 'n'), ('virus', 'n'), ('today', 'n'), ('total', 'a'), ('positive', 'a'), ('cases', 'n'), ('stands', 'n')]",  break test positive corona virus today total positive case stand,1.875,0.8173,0.15151515151515152,1,1,1
2020-08-20,When will China admit the whole Corona virus thing came out of a Wuhan laboratory!,United States,china admit corona virus thing wuhan laboratory,"['china', 'admit', 'corona', 'virus', 'thing', 'wuhan', 'laboratory']","['china', 'admit', 'corona', 'virus', 'thing', 'wuhan', 'laboratory']",china admit corona virus thing wuhan laboratory,"[('china', 'n'), ('admit', 'n'), ('corona', 'n'), ('virus', 'a'), ('thing', 'n'), ('wuhan', 'n'), ('laboratory', 'n')]",  china admit corona virus thing wuhan laboratory,0.0,0.2023,0.0,0,0,1
2020-08-20,what if coronavirus was just a sick twisted april fools joke......haha that would be hilarious......,United States,coronavirus sick twisted april fools joke haha hilarious,"['coronavirus', 'sick', 'twisted', 'april', 'fools', 'joke', 'haha', 'hilarious']","['coronavirus', 'sick', 'twisted', 'april', 'fool', 'joke', 'haha', 'hilarious']",coronavirus sick twisted april fool joke haha hilarious,"[('coronavirus', 'n'), ('sick', 'n'), ('twisted', 'v'), ('april', 'a'), ('fools', 'n'), ('joke', 'v'), ('haha', 'r'), ('hilarious', 'a')]",  coronavirus sick twist april fool joke haha hilarious,0.875,0.1779,-0.004761904761904745,-1,1,1
2020-08-20,my house has an ant infestation and may the good lady corona take me into her arms,United States,house ant infestation good lady corona arms,"['house', 'ant', 'infestation', 'good', 'lady', 'corona', 'arms']","['house', 'ant', 'infestation', 'good', 'lady', 'corona', 'arm']",house ant infestation good lady corona arm,"[('house', 'n'), ('ant', 'a'), ('infestation', 'n'), ('good', 'a'), ('lady', 'n'), ('corona', 'n'), ('arms', 'n')]",  house ant infestation good lady corona arm,0.75,0.4404,0.7,1,1,1
2020-08-20,"dear corona, tomorrow is april fools day! i was hoping your joke could be a disappearing act. thank you. sincerely, the world",United States,dear corona tomorrow april fools day hoping joke disappearing act sincerely world,"['dear', 'corona', 'tomorrow', 'april', 'fools', 'day', 'hoping', 'joke', 'disappearing', 'act', 'sincerely', 'world']","['dear', 'corona', 'tomorrow', 'april', 'fool', 'day', 'hoping', 'joke', 'disappearing', 'act', 'sincerely', 'world']",dear corona tomorrow april fool day hoping joke disappearing act sincerely world,"[('dear', 'a'), ('corona', 'n'), ('tomorrow', 'n'), ('april', 'n'), ('fools', 'n'), ('day', 'n'), ('hoping', 'v'), ('joke', 'n'), ('disappearing', 'v'), ('act', 'n'), ('sincerely', 'r'), ('world', 'n')]",  dear corona tomorrow april fool day hop joke disappear act sincerely world,0.875,0.4767,0.5,1,1,1
2020-08-20,Gov.Justice and state officials will hold a daily press briefing on COVID-19 at 1 PM. coronavirus COVID19 WV,United States,gov justice state officials hold daily press briefing covid coronavirus covid,"['gov', 'justice', 'state', 'officials', 'hold', 'daily', 'press', 'briefing', 'covid', 'coronavirus', 'covid']","['gov', 'justice', 'state', 'official', 'hold', 'daily', 'press', 'briefing', 'covid', 'coronavirus', 'covid']",gov justice state official hold daily press briefing covid coronavirus covid,"[('gov', 'n'), ('justice', 'n'), ('state', 'n'), ('officials', 'n'), ('hold', 'v'), ('daily', 'a'), ('press', 'n'), ('briefing', 'n'), ('covid', 'a'), ('coronavirus', 'n'), ('covid', 'n')]",  gov justice state official hold daily press briefing covid coronavirus covid,0.25,0.5267,0.0,0,1,1
2020-08-20,"Im going to need some good coronavirus news, reply to this tweet with any positives right now COVID19 coronavirus COVID19",United States,good coronavirus news reply tweet positives covid coronavirus covid,"['good', 'coronavirus', 'news', 'reply', 'tweet', 'positives', 'covid', 'coronavirus', 'covid']","['good', 'coronavirus', 'news', 'reply', 'tweet', 'positive', 'covid', 'coronavirus', 'covid']",good coronavirus news reply tweet positive covid coronavirus covid,"[('good', 'a'), ('coronavirus', 'n'), ('news', 'n'), ('reply', 'n'), ('tweet', 'n'), ('positives', 'n'), ('covid', 'v'), ('coronavirus', 'n'), ('covid', 'n')]",  good coronavirus news reply tweet positive covid coronavirus covid,0.75,0.7579,0.4636363636363636,1,1,1
2020-08-20,"Breaking FoxNews Alert : WATCH LIVE: Trump, coronavirus task force explain updated guidelines at WH briefing",United States,breaking foxnews alert watch live trump coronavirus task force explain updated guidelines briefing,"['breaking', 'foxnews', 'alert', 'watch', 'live', 'trump', 'coronavirus', 'task', 'force', 'explain', 'updated', 'guidelines', 'briefing']","['breaking', 'foxnews', 'alert', 'watch', 'live', 'trump', 'coronavirus', 'task', 'force', 'explain', 'updated', 'guideline', 'briefing']",breaking foxnews alert watch live trump coronavirus task force explain updated guideline briefing,"[('breaking', 'v'), ('foxnews', 'n'), ('alert', 'a'), ('watch', 'v'), ('live', 'a'), ('trump', 'n'), ('coronavirus', 'n'), ('task', 'n'), ('force', 'n'), ('explain', 'n'), ('updated', 'a'), ('guidelines', 'n'), ('briefing', 'v')]",  break foxnews alert watch live trump coronavirus task force explain updated guideline brief,0.75,0.296,0.06818181818181818,1,1,1
